question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_129278072186,,"swimming in the ocean causing a commotion cause they are so awesome  narwhals, narwhals swimming in the ocean pretty big and pretty white they beat a polar bear in a fight  like an underwater unicorn theyave got a kick ass facial horn theyare the jedi of the sea they stop cthulu eating ye",positive,"""kick ass facial horn""",positive,@Jillicoughlin,
question_box_63096849827,,what does them being your favorite nigga and bestest got to do with you going out with them,positive,"not just no ,",positive,@Rankin517,
question_box_130491529426,,that is literally one of the crudest things i ever saw.... v,positive,okay ida what that bitch said was rude too don't give me that shit,negative,@Jennnnaaaa23,
question_box_102876774031,,imitate me(;,positive,"""i don't wanna dance today"" ""i'm tired"" *laughs for 28372936292 minutes""""i don't wanna go to voleybal practice""""im hungry""""i'm tired""*says something stupid then laughs for 382824 hours""""life sucks""""i'm tired"" ""do you know what jesie? stfu""""jesie can i have a sip of that""""can i have a bite of that""""do you know what? i don't care""and there is so much more ;)",positive,@jessie_hoffman,
question_box_123745530315,,really nigga,positive,"if u dont read that with the voice, i judge you",positive,@itsgillian_,
question_box_126060497754,,who is the best movie villain?,positive,"ah i love all the ViLLAiNS i see um obey--- beware, lots of animated villains yo ---had 90auto[pilot, from wall-e]scarhades [the dude is actually p cool outside of kidney |d] fredy krueger (WOWiE) maleficent captain hook afar [twisted, actually... ] christine [the car. |d]the car [from ""the car""]calahan [big hero a]ratlesnake jake randal [monsters inc.]constancy [monster house <3<3<3] hans gruber and karl [die hard]professor screweye [we're back]howard payne [speed, but ****soilers****.......his death was very anticlimactic]..that's all i can think of right now. ;v;",positive,@StormieGrace,
question_box_125289959716,,"anon, you're fucking stupid because emma and katie are best friends and katie wouldn't be on anon and say it's her...stfu lola @broke mitroulas",negative,thanks broke  love youaa,positive,@emmaxredfern,
question_box_59705457462,,do you prefer gold or silver jewelry?,positive,i dont give a fuck?,positive,@louist0mlinsonx,
question_box_105204056539,,babe whoever is telling you shit is the same person telling me shit-.- ignore it!a @nadeishda baragana,positive,i am:)),positive,@daphnee1,
question_box_40095720273,,grow a pair and get braces.,positive,i'm getting them in the summer and grow a pair for what braces are my least concern because my teeth are getting better so stfu,negative,@Brielleiconiac3,
question_box_125277490961,,is the phone a good for $0??,positive,wat am i apple my nigga,positive,@kevin3099,
question_box_125469331539,,fuck u bitch,negative,look who's talking hoe....stfu before i say or fucking name.!agtfu of here,negative,@Arabqueen017,
question_box_125670276259,,i've done that before and it went up in flames and i feel like shit but i'm also close to forgetting about it,positive,i just want to be alone.,positive,@NoahTash,
question_box_120751040442,,but..nobody need me! i need to die! nobody care and love me.. i'm shit,positive,that's not true at all,positive,@NjHoran0fficial,
question_box_63976738723,,by u act like u ah like fakeas wanna be looking bitch,negative,"lmao wha , i don't even act like that . ctfu that's what you & everyone think. im not gay of . get your shit straightened then come speak on me .",negative,@Rankin517,
question_box_121253592007,,no one likes yo ass,negative,that's probably why i have a lot of friends so fuck off my ask you faggit ass bitch,negative,@LeilaRoss,
question_box_119505216636,,it is truea @curt in or ass,negative,no,positive,@k4yl3y,
question_box_71344065573,,cutest people you know?,positive,idk .-. omg gotcha. david he is the cutest thing. i just realized us snapchat. but aa.aa just picture one seeing a baby & going www !!! yep that was me yesterday he's so adorable! other people:many i missed him we started talking again today that was well over due a nigga was having best friend with draw. some kid in my school idea his name he's a senior i think. females : most of the ASAiN . j young ( idea how to spell it i bet it's not like that ) she's so cute ! ( non lesbhonest way ) & sally ( the main again bitch aa ),positive,@StephanieAlizz,
question_box_131313887912,,* 12 @kayla,positive,stfu,positive,@cittlalycamacho,
question_box_106922203807,,"okay so avec read your big and it says 'bang bitch, a think im strange bitch.' and he replied with yes i do think your strange lola @s",positive,he really shouldn't be talking hahaha.,positive,@iputheindustryyonmyback,
question_box_114352765850,,i don't wanna be your nigga i'm good lmao ;),positive,yes you do your just hiding it ;),positive,@lukeancona,
question_box_119592661220,,happy fucking halowen bitches,positive,hahahahahaha,positive,@whatdidisay44,
question_box_121569630282,,y u taken her side when she was talking shit about u,negative,i'm not taking anyone's side i'm just saying i don't wanna talk about this,positive,@golden_kadir,
question_box_75330030313,,did you just tell me to diea @kswai,positive,i meant don't die dumb auto correct,positive,@NathanHileman,
question_box_127682572793,,girl dat aunt fun!!!! i wish u were over and went outside so then we die from nigga and mexicans aye live life!!!a @rahaf a,positive,and we go on a journey to find sac efron,positive,@nora_aseel,
question_box_113540811935,,"we're together forever and never apart, maybe in distance but never by heart.aa @bâbý",positive,that's so fucking cute. a,positive,@iputheindustryyonmyback,
question_box_105126140344,,yo nigga chris. now you wanna lie for ask,positive,i ain't lying i ain't never gave head to nobody,positive,@Skv24,
question_box_119875036090,,i'm going to die. :(( i find it scary.,positive,why are you going to die ?,positive,@NjHoran0fficial,
question_box_26503012834,,you tied your shirt to the side and tried to cover it with your bag. lol! bitch you aunt low. that bag cute though,positive,lmao savannah only you know that  ! lmao thank you,positive,@Lovelylanai,
question_box_110266762468,,miles is the queen stfu,positive,"more like the queen of tweaking, no one wants to see that ait's not cool* :o",positive,@whatdidisay44,
question_box_124889697148,,do you masturbate?,positive,why of do i get weird ass questions,positive,@k4yl3y,
question_box_38639195473,,"what if this ""john"" was for a different blood?",positive,if the john was meant for a different blood then you could just stfu,negative,@Brielleiconiac3,
question_box_131084723610,,if you could break the no kill rule who would you kill?,positive,"""why would you like to know? do you perhaps think you could be a candidate for such thing?""",positive,@StarryNightG,
question_box_131477487529,,new jersey news: how do you feel about dizzy not being able to see her mon for almost a year?,positive,i feel like u should stfu and mind your own fuckin business be cut that's not her fault and you should stop saying shit about someone before u know what actually going on,negative,@shradha01,
question_box_31656254726,,your actually my favorite person to follow u know that,positive,ho my go thank you so fucking much i want to hug you THiS SERiOUSLY means so much to me i love you okay,positive,@chewynouis,
question_box_129055780159,,hi bitch,positive,heyaaaa,positive,@kreenapatell,
question_box_125942803441,,you and ripley gonna fuck,positive,obviously not. and he answered those questions,positive,@kayla_trudgeon,
question_box_123609556357,,when will the world end?,positive,when i die.,positive,@amvxl,
question_box_112524403178,,not true,positive,yes true you tried to make shit up at hayden once and i was mad at u that was the only time i said anything to you...,positive,@italiebye,
